file_id,complaint_id,file_type,file_name,file_path,file_url,file_size,mime_type,uploaded_by,is_primary,created_at
3f6a6055-d843-405a-8d77-60841c505aed,a5bb023d-4a7f-4063-8723-b52fde71592f,IMAGE,a5bb023d_1.png,/complaints/a5bb023d-4a7f-4063-8723-b52fde71592f/a5bb023d_1.png,https://storage.bma.go.th/complaints/a5bb023d-4a7f-4063-8723-b52fde71592f/a5bb023d_1.png,420895,image/png,00000001-0000-0000-0000-000000001864,True,2026-02-18 12:22:00
9fec7994-0522-4f0c-9b0d-95dd319c6fad,7c97603f-922d-48c0-98ba-972a57d9edbb,IMAGE,7c97603f_1.jpg,/complaints/7c97603f-922d-48c0-98ba-972a57d9edbb/7c97603f_1.jpg,https://storage.bma.go.th/complaints/7c97603f-922d-48c0-98ba-972a57d9edbb/7c97603f_1.jpg,1139949,image/jpeg,00000001-0000-0000-0000-000000000035,True,2026-03-17 20:57:00
48cdc358-b08a-498c-bffd-bc2d69c8057f,a8df43bf-2fef-4818-b69b-05fcd197e52d,IMAGE,a8df43bf_1.jpg,/complaints/a8df43bf-2fef-4818-b69b-05fcd197e52d/a8df43bf_1.jpg,https://storage.bma.go.th/complaints/a8df43bf-2fef-4818-b69b-05fcd197e52d/a8df43bf_1.jpg,1481370,image/jpeg,00000001-0000-0000-0000-000000002116,True,2026-01-16 04:27:00
ed2ea13d-1c2a-4e32-8aab-74017302272e,bb893f82-f106-4dd3-9b6b-d7fd139cd31c,IMAGE,bb893f82_1.jpg,/complaints/bb893f82-f106-4dd3-9b6b-d7fd139cd31c/bb893f82_1.jpg,https://storage.bma.go.th/complaints/bb893f82-f106-4dd3-9b6b-d7fd139cd31c/bb893f82_1.jpg,840709,image/jpeg,00000001-0000-0000-0000-000000000975,True,2024-11-01 19:29:00
2fedbc2b-bcf5-4c88-a701-e68e757f0c4e,bb893f82-f106-4dd3-9b6b-d7fd139cd31c,IMAGE,bb893f82_2.jpg,/complaints/bb893f82-f106-4dd3-9b6b-d7fd139cd31c/bb893f82_2.jpg,https://storage.bma.go.th/complaints/bb893f82-f106-4dd3-9b6b-d7fd139cd31c/bb893f82_2.jpg,1034377,image/jpeg,00000001-0000-0000-0000-000000000975,False,2024-11-01 19:29:00
8d7892d7-529b-487f-931d-8026bcfb930e,bb893f82-f106-4dd3-9b6b-d7fd139cd31c,IMAGE,bb893f82_3.jpg,/complaints/bb893f82-f106-4dd3-9b6b-d7fd139cd31c/bb893f82_3.jpg,https://storage.bma.go.th/complaints/bb893f82-f106-4dd3-9b6b-d7fd139cd31c/bb893f82_3.jpg,262737,image/jpeg,00000001-0000-0000-0000-000000000975,False,2024-11-01 19:29:00
80f96c4e-84d0-4089-a388-deb7a731bcc1,64452ca8-d81f-4987-9783-008a51e88b83,IMAGE,64452ca8_1.jpg,/complaints/64452ca8-d81f-4987-9783-008a51e88b83/64452ca8_1.jpg,https://storage.bma.go.th/complaints/64452ca8-d81f-4987-9783-008a51e88b83/64452ca8_1.jpg,1815071,image/jpeg,00000001-0000-0000-0000-000000000380,True,2025-06-08 13:47:00
19989162-035e-4c78-b7e6-83e313f8e59e,64452ca8-d81f-4987-9783-008a51e88b83,IMAGE,64452ca8_2.jpg,/complaints/64452ca8-d81f-4987-9783-008a51e88b83/64452ca8_2.jpg,https://storage.bma.go.th/complaints/64452ca8-d81f-4987-9783-008a51e88b83/64452ca8_2.jpg,2258966,image/jpeg,00000001-0000-0000-0000-000000000380,False,2025-06-08 13:42:00
b5b617cd-1bd5-4413-a767-bff80208de6a,c1844c52-da10-4edb-a78d-65f2dd146193,IMAGE,c1844c52_1.jpg,/complaints/c1844c52-da10-4edb-a78d-65f2dd146193/c1844c52_1.jpg,https://storage.bma.go.th/complaints/c1844c52-da10-4edb-a78d-65f2dd146193/c1844c52_1.jpg,1504928,image/jpeg,00000001-0000-0000-0000-000000001630,True,2025-11-18 22:23:00
16a7ab92-c80f-456d-a28f-1fab4b6cbecb,e24d5c15-dc48-4bb4-b750-f482bfc45994,IMAGE,e24d5c15_1.jpg,/complaints/e24d5c15-dc48-4bb4-b750-f482bfc45994/e24d5c15_1.jpg,https://storage.bma.go.th/complaints/e24d5c15-dc48-4bb4-b750-f482bfc45994/e24d5c15_1.jpg,1615579,image/jpeg,00000001-0000-0000-0000-000000000260,True,2026-05-22 10:23:00
bbfe8dec-e0c3-4336-865f-24f025d04b07,e24d5c15-dc48-4bb4-b750-f482bfc45994,IMAGE,e24d5c15_2.heic,/complaints/e24d5c15-dc48-4bb4-b750-f482bfc45994/e24d5c15_2.heic,https://storage.bma.go.th/complaints/e24d5c15-dc48-4bb4-b750-f482bfc45994/e24d5c15_2.heic,3565402,image/heic,00000001-0000-0000-0000-000000000260,False,2026-05-22 10:28:00
bdc660b7-42d6-47dd-9569-3eb59283e8f5,849f09d3-ba26-48ae-a504-48b2597cf2a9,IMAGE,849f09d3_1.jpg,/complaints/849f09d3-ba26-48ae-a504-48b2597cf2a9/849f09d3_1.jpg,https://storage.bma.go.th/complaints/849f09d3-ba26-48ae-a504-48b2597cf2a9/849f09d3_1.jpg,1573202,image/jpeg,00000001-0000-0000-0000-000000000911,True,2025-05-21 19:10:00
45a9e0e9-c41f-4426-a27f-8d2fa1717b3b,849f09d3-ba26-48ae-a504-48b2597cf2a9,IMAGE,849f09d3_2.jpg,/complaints/849f09d3-ba26-48ae-a504-48b2597cf2a9/849f09d3_2.jpg,https://storage.bma.go.th/complaints/849f09d3-ba26-48ae-a504-48b2597cf2a9/849f09d3_2.jpg,1830279,image/jpeg,00000001-0000-0000-0000-000000000911,False,2025-05-21 19:03:00
9b6f8543-0216-4e2a-9b2d-31cc7dc9434c,2a9d363b-dcd1-4f1e-944d-5b28c446e5e3,IMAGE,2a9d363b_1.jpg,/complaints/2a9d363b-dcd1-4f1e-944d-5b28c446e5e3/2a9d363b_1.jpg,https://storage.bma.go.th/complaints/2a9d363b-dcd1-4f1e-944d-5b28c446e5e3/2a9d363b_1.jpg,2595948,image/jpeg,00000001-0000-0000-0000-000000000838,True,2025-05-27 06:01:00
1420432e-dcbf-4ca8-90fc-b10129d335ec,2a9d363b-dcd1-4f1e-944d-5b28c446e5e3,IMAGE,2a9d363b_2.jpg,/complaints/2a9d363b-dcd1-4f1e-944d-5b28c446e5e3/2a9d363b_2.jpg,https://storage.bma.go.th/complaints/2a9d363b-dcd1-4f1e-944d-5b28c446e5e3/2a9d363b_2.jpg,386404,image/jpeg,00000001-0000-0000-0000-000000000838,False,2025-05-27 06:00:00
d41d6546-e010-4f82-be50-41e2d10fa42d,2a9d363b-dcd1-4f1e-944d-5b28c446e5e3,IMAGE,2a9d363b_3.heic,/complaints/2a9d363b-dcd1-4f1e-944d-5b28c446e5e3/2a9d363b_3.heic,https://storage.bma.go.th/complaints/2a9d363b-dcd1-4f1e-944d-5b28c446e5e3/2a9d363b_3.heic,7206217,image/heic,00000001-0000-0000-0000-000000000838,False,2025-05-27 05:59:00
7847f0e9-6cb9-4210-be69-37724d43db28,226b5508-15ff-4631-ab73-5c25a4bcf798,IMAGE,226b5508_1.jpg,/complaints/226b5508-15ff-4631-ab73-5c25a4bcf798/226b5508_1.jpg,https://storage.bma.go.th/complaints/226b5508-15ff-4631-ab73-5c25a4bcf798/226b5508_1.jpg,2086649,image/jpeg,00000001-0000-0000-0000-000000000507,True,2026-02-14 19:42:00
81bed93d-8010-43f9-8572-67535184ceab,f14451d8-7778-46e6-b44c-10eee830e102,IMAGE,f14451d8_1.jpg,/complaints/f14451d8-7778-46e6-b44c-10eee830e102/f14451d8_1.jpg,https://storage.bma.go.th/complaints/f14451d8-7778-46e6-b44c-10eee830e102/f14451d8_1.jpg,332802,image/jpeg,00000001-0000-0000-0000-000000000096,True,2026-01-03 05:40:00
f30b25b5-10ba-4b06-a534-13a43b9d0dd0,176ffd0e-3061-4d49-ab87-fe9e97565180,IMAGE,176ffd0e_1.jpg,/complaints/176ffd0e-3061-4d49-ab87-fe9e97565180/176ffd0e_1.jpg,https://storage.bma.go.th/complaints/176ffd0e-3061-4d49-ab87-fe9e97565180/176ffd0e_1.jpg,3336279,image/jpeg,00000001-0000-0000-0000-000000000194,True,2026-05-13 11:06:00
c8f56e74-8977-4381-88af-2169fe2d79a7,176ffd0e-3061-4d49-ab87-fe9e97565180,IMAGE,176ffd0e_2.jpg,/complaints/176ffd0e-3061-4d49-ab87-fe9e97565180/176ffd0e_2.jpg,https://storage.bma.go.th/complaints/176ffd0e-3061-4d49-ab87-fe9e97565180/176ffd0e_2.jpg,2181173,image/jpeg,00000001-0000-0000-0000-000000000194,False,2026-05-13 11:08:00
8016d66c-8b22-4aa1-b98d-2de2acf01860,176ffd0e-3061-4d49-ab87-fe9e97565180,IMAGE,176ffd0e_3.jpg,/complaints/176ffd0e-3061-4d49-ab87-fe9e97565180/176ffd0e_3.jpg,https://storage.bma.go.th/complaints/176ffd0e-3061-4d49-ab87-fe9e97565180/176ffd0e_3.jpg,392108,image/jpeg,00000001-0000-0000-0000-000000000194,False,2026-05-13 11:14:00
b9ac51cb-2fc6-4888-96b9-9424282b9468,176ffd0e-3061-4d49-ab87-fe9e97565180,IMAGE,176ffd0e_4.jpg,/complaints/176ffd0e-3061-4d49-ab87-fe9e97565180/176ffd0e_4.jpg,https://storage.bma.go.th/complaints/176ffd0e-3061-4d49-ab87-fe9e97565180/176ffd0e_4.jpg,768168,image/jpeg,00000001-0000-0000-0000-000000000194,False,2026-05-13 11:13:00
