"team_member_id","team_id","user_id","role_in_team","created_at","updated_at","is_active"
"55555555-0001-0000-0000-000000000000","44444444-0001-0000-0000-000000000000","00000001-0000-0000-0000-000000000003","SUPERVISOR","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0002-0000-0000-000000000000","44444444-0001-0000-0000-000000000000","00000001-0000-0000-0000-000000000011","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0003-0000-0000-000000000000","44444444-0001-0000-0000-000000000000","00000001-0000-0000-0000-000000000012","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0004-0000-0000-000000000000","44444444-0001-0000-0000-000000000000","00000001-0000-0000-0000-000000000013","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0005-0000-0000-000000000000","44444444-0001-0000-0000-000000000000","00000001-0000-0000-0000-000000000014","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0006-0000-0000-000000000000","44444444-0001-0000-0000-000000000000","00000001-0000-0000-0000-000000000015","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0007-0000-0000-000000000000","44444444-0002-0000-0000-000000000000","00000001-0000-0000-0000-000000000004","SUPERVISOR","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0008-0000-0000-000000000000","44444444-0002-0000-0000-000000000000","00000001-0000-0000-0000-000000000016","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0009-0000-0000-000000000000","44444444-0002-0000-0000-000000000000","00000001-0000-0000-0000-000000000017","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0010-0000-0000-000000000000","44444444-0002-0000-0000-000000000000","00000001-0000-0000-0000-000000000018","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0011-0000-0000-000000000000","44444444-0002-0000-0000-000000000000","00000001-0000-0000-0000-000000000019","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0012-0000-0000-000000000000","44444444-0002-0000-0000-000000000000","00000001-0000-0000-0000-000000000020","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0013-0000-0000-000000000000","44444444-0003-0000-0000-000000000000","00000001-0000-0000-0000-000000000005","SUPERVISOR","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0014-0000-0000-000000000000","44444444-0003-0000-0000-000000000000","00000001-0000-0000-0000-000000000021","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0015-0000-0000-000000000000","44444444-0003-0000-0000-000000000000","00000001-0000-0000-0000-000000000022","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0016-0000-0000-000000000000","44444444-0003-0000-0000-000000000000","00000001-0000-0000-0000-000000000023","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0017-0000-0000-000000000000","44444444-0003-0000-0000-000000000000","00000001-0000-0000-0000-000000000024","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0018-0000-0000-000000000000","44444444-0003-0000-0000-000000000000","00000001-0000-0000-0000-000000000025","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0019-0000-0000-000000000000","44444444-0004-0000-0000-000000000000","00000001-0000-0000-0000-000000000006","SUPERVISOR","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0020-0000-0000-000000000000","44444444-0004-0000-0000-000000000000","00000001-0000-0000-0000-000000000026","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0021-0000-0000-000000000000","44444444-0004-0000-0000-000000000000","00000001-0000-0000-0000-000000000027","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0022-0000-0000-000000000000","44444444-0004-0000-0000-000000000000","00000001-0000-0000-0000-000000000028","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0023-0000-0000-000000000000","44444444-0004-0000-0000-000000000000","00000001-0000-0000-0000-000000000029","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0024-0000-0000-000000000000","44444444-0004-0000-0000-000000000000","00000001-0000-0000-0000-000000000030","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0025-0000-0000-000000000000","44444444-0005-0000-0000-000000000000","00000001-0000-0000-0000-000000000007","SUPERVISOR","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0026-0000-0000-000000000000","44444444-0005-0000-0000-000000000000","00000001-0000-0000-0000-000000000031","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0027-0000-0000-000000000000","44444444-0005-0000-0000-000000000000","00000001-0000-0000-0000-000000000032","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0028-0000-0000-000000000000","44444444-0005-0000-0000-000000000000","00000001-0000-0000-0000-000000000033","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0029-0000-0000-000000000000","44444444-0005-0000-0000-000000000000","00000001-0000-0000-0000-000000000034","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0030-0000-0000-000000000000","44444444-0005-0000-0000-000000000000","00000001-0000-0000-0000-000000000035","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0031-0000-0000-000000000000","44444444-0006-0000-0000-000000000000","00000001-0000-0000-0000-000000000008","SUPERVISOR","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0032-0000-0000-000000000000","44444444-0006-0000-0000-000000000000","00000001-0000-0000-0000-000000000036","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0033-0000-0000-000000000000","44444444-0006-0000-0000-000000000000","00000001-0000-0000-0000-000000000037","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0034-0000-0000-000000000000","44444444-0006-0000-0000-000000000000","00000001-0000-0000-0000-000000000038","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0035-0000-0000-000000000000","44444444-0006-0000-0000-000000000000","00000001-0000-0000-0000-000000000039","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0036-0000-0000-000000000000","44444444-0006-0000-0000-000000000000","00000001-0000-0000-0000-000000000040","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0037-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000009","SUPERVISOR","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0038-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000041","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0039-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000042","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0040-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000043","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0041-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000044","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0042-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000045","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0043-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000046","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0044-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000047","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0045-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000048","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0046-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000049","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0047-0000-0000-000000000000","44444444-0007-0000-0000-000000000000","00000001-0000-0000-0000-000000000050","OFFICER","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0048-0000-0000-000000000000","44444444-0008-0000-0000-000000000000","00000001-0000-0000-0000-000000000001","ADMIN","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
"55555555-0049-0000-0000-000000000000","44444444-0008-0000-0000-000000000000","00000001-0000-0000-0000-000000000002","ADMIN","2026-06-19 10:36:21.925243","2026-06-19 10:36:21.925243",True
