file_id,complaint_id,file_type,file_name,file_path,file_url,file_size,mime_type,uploaded_by,is_primary,created_at
ea85c82d-b362-41d1-8c99-fc7aadf1198a,70020a29-f002-4875-ae50-29b0561f488c,IMAGE,img_C_20250204_00001_1.jpg,/uploads/complaints/2025/02/04/70020a29-f002-4875-ae50-29b0561f488c/1.jpg,https://cdn.example.go.th/complaints/2025/02/04/70020a29-f002-4875-ae50-29b0561f488c/1.jpg,504389,image/jpeg,00000001-0000-0000-0000-000000000165,True,2025-03-17 14:31:00
9552d74c-cbb5-4eea-b152-4e6710658aa5,f28b1760-1a2a-406a-b8cc-ff5f8cd43642,IMAGE,img_C_20250601_00002_1.jpg,/uploads/complaints/2025/06/01/f28b1760-1a2a-406a-b8cc-ff5f8cd43642/1.jpg,https://cdn.example.go.th/complaints/2025/06/01/f28b1760-1a2a-406a-b8cc-ff5f8cd43642/1.jpg,2617720,image/jpeg,00000001-0000-0000-0000-000000000193,True,2025-06-01 17:11:00
7396be96-4769-45ab-bac8-f733a4b5255d,f28b1760-1a2a-406a-b8cc-ff5f8cd43642,IMAGE,img_C_20250601_00002_2.jpg,/uploads/complaints/2025/06/01/f28b1760-1a2a-406a-b8cc-ff5f8cd43642/2.jpg,https://cdn.example.go.th/complaints/2025/06/01/f28b1760-1a2a-406a-b8cc-ff5f8cd43642/2.jpg,1708898,image/jpeg,00000001-0000-0000-0000-000000000193,False,2025-06-01 17:12:00
f00d6456-fbf7-42bb-8abb-2465e07ecc74,f28b1760-1a2a-406a-b8cc-ff5f8cd43642,IMAGE,img_C_20250601_00002_3.jpg,/uploads/complaints/2025/06/01/f28b1760-1a2a-406a-b8cc-ff5f8cd43642/3.jpg,https://cdn.example.go.th/complaints/2025/06/01/f28b1760-1a2a-406a-b8cc-ff5f8cd43642/3.jpg,2349447,image/jpeg,00000001-0000-0000-0000-000000000193,False,2025-06-01 17:13:00
8747343e-546a-4241-b1e1-4db560c34447,f28b1760-1a2a-406a-b8cc-ff5f8cd43642,IMAGE,img_C_20250601_00002_4.jpg,/uploads/complaints/2025/06/01/f28b1760-1a2a-406a-b8cc-ff5f8cd43642/4.jpg,https://cdn.example.go.th/complaints/2025/06/01/f28b1760-1a2a-406a-b8cc-ff5f8cd43642/4.jpg,1620173,image/jpeg,00000001-0000-0000-0000-000000000193,False,2025-06-01 17:14:00
a0406812-867e-4c8c-b20e-3b0c788c5438,e76a9480-ce25-4cb4-912a-44df26b8e4bd,IMAGE,img_C_20250213_00003_1.jpg,/uploads/complaints/2025/02/13/e76a9480-ce25-4cb4-912a-44df26b8e4bd/1.jpg,https://cdn.example.go.th/complaints/2025/02/13/e76a9480-ce25-4cb4-912a-44df26b8e4bd/1.jpg,1357440,image/jpeg,00000001-0000-0000-0000-000000000325,True,2025-04-26 04:16:00
6982fc29-2f74-4409-bd4e-8e7cba56ad22,ee935225-4daf-471a-bc6b-55c2f8f066f1,IMAGE,img_C_20250407_00004_1.jpg,/uploads/complaints/2025/04/07/ee935225-4daf-471a-bc6b-55c2f8f066f1/1.jpg,https://cdn.example.go.th/complaints/2025/04/07/ee935225-4daf-471a-bc6b-55c2f8f066f1/1.jpg,354637,image/jpeg,00000001-0000-0000-0000-000000000134,True,2025-04-07 15:45:00
b71c89ed-7b5d-4bf6-a77f-52b8c8d3088f,ee935225-4daf-471a-bc6b-55c2f8f066f1,IMAGE,img_C_20250407_00004_2.jpg,/uploads/complaints/2025/04/07/ee935225-4daf-471a-bc6b-55c2f8f066f1/2.jpg,https://cdn.example.go.th/complaints/2025/04/07/ee935225-4daf-471a-bc6b-55c2f8f066f1/2.jpg,2397933,image/jpeg,00000001-0000-0000-0000-000000000134,False,2025-04-07 15:46:00
39de9f87-5902-4d7f-9946-27c788198308,ee935225-4daf-471a-bc6b-55c2f8f066f1,IMAGE,img_C_20250407_00004_3.jpg,/uploads/complaints/2025/04/07/ee935225-4daf-471a-bc6b-55c2f8f066f1/3.jpg,https://cdn.example.go.th/complaints/2025/04/07/ee935225-4daf-471a-bc6b-55c2f8f066f1/3.jpg,1601360,image/jpeg,00000001-0000-0000-0000-000000000134,False,2025-04-07 15:47:00
f0d383e7-50e4-4652-9748-bbbfb1d938f3,ac9807a7-948d-4252-83a0-a2d8e8966b90,IMAGE,img_C_20250626_00005_1.jpg,/uploads/complaints/2025/06/26/ac9807a7-948d-4252-83a0-a2d8e8966b90/1.jpg,https://cdn.example.go.th/complaints/2025/06/26/ac9807a7-948d-4252-83a0-a2d8e8966b90/1.jpg,2716282,image/jpeg,00000001-0000-0000-0000-000000000168,True,2025-06-26 10:18:00
5dc2518f-2d9f-43b5-8d6f-d55103224ccf,ac9807a7-948d-4252-83a0-a2d8e8966b90,IMAGE,img_C_20250626_00005_2.jpg,/uploads/complaints/2025/06/26/ac9807a7-948d-4252-83a0-a2d8e8966b90/2.jpg,https://cdn.example.go.th/complaints/2025/06/26/ac9807a7-948d-4252-83a0-a2d8e8966b90/2.jpg,2830838,image/jpeg,00000001-0000-0000-0000-000000000168,False,2025-06-26 10:19:00
88e0883d-4512-4fe5-88f8-e2d1f739c55c,ac9807a7-948d-4252-83a0-a2d8e8966b90,IMAGE,img_C_20250626_00005_3.jpg,/uploads/complaints/2025/06/26/ac9807a7-948d-4252-83a0-a2d8e8966b90/3.jpg,https://cdn.example.go.th/complaints/2025/06/26/ac9807a7-948d-4252-83a0-a2d8e8966b90/3.jpg,428785,image/jpeg,00000001-0000-0000-0000-000000000168,False,2025-06-26 10:20:00
fecf6efc-a2e3-404e-bc85-23824695a030,603a39bc-3b75-49ce-ba0b-cd1514fc8934,IMAGE,img_C_20250512_00006_1.jpg,/uploads/complaints/2025/05/12/603a39bc-3b75-49ce-ba0b-cd1514fc8934/1.jpg,https://cdn.example.go.th/complaints/2025/05/12/603a39bc-3b75-49ce-ba0b-cd1514fc8934/1.jpg,1318077,image/jpeg,00000001-0000-0000-0000-000000000510,True,2025-05-12 09:09:00
89a5d80d-0ed9-4d9f-93bf-02fb30fb624e,603a39bc-3b75-49ce-ba0b-cd1514fc8934,IMAGE,img_C_20250512_00006_2.jpg,/uploads/complaints/2025/05/12/603a39bc-3b75-49ce-ba0b-cd1514fc8934/2.jpg,https://cdn.example.go.th/complaints/2025/05/12/603a39bc-3b75-49ce-ba0b-cd1514fc8934/2.jpg,2399533,image/jpeg,00000001-0000-0000-0000-000000000510,False,2025-05-12 09:10:00
a5083b2a-e732-47fc-af5b-faef54a0a167,0b9cc1ce-83ca-47f3-9560-b908bfe75485,IMAGE,img_C_20250628_00007_1.jpg,/uploads/complaints/2025/06/28/0b9cc1ce-83ca-47f3-9560-b908bfe75485/1.jpg,https://cdn.example.go.th/complaints/2025/06/28/0b9cc1ce-83ca-47f3-9560-b908bfe75485/1.jpg,1918549,image/jpeg,00000001-0000-0000-0000-000000000179,True,2025-06-28 21:44:00
05a7d4fb-bb4c-4e3a-adcb-c31b2bb92cb2,0b9cc1ce-83ca-47f3-9560-b908bfe75485,IMAGE,img_C_20250628_00007_2.jpg,/uploads/complaints/2025/06/28/0b9cc1ce-83ca-47f3-9560-b908bfe75485/2.jpg,https://cdn.example.go.th/complaints/2025/06/28/0b9cc1ce-83ca-47f3-9560-b908bfe75485/2.jpg,2452523,image/jpeg,00000001-0000-0000-0000-000000000179,False,2025-06-28 21:45:00
4b2bd423-6dcf-411b-8766-fe5ee4bc56b7,0b9cc1ce-83ca-47f3-9560-b908bfe75485,IMAGE,img_C_20250628_00007_3.jpg,/uploads/complaints/2025/06/28/0b9cc1ce-83ca-47f3-9560-b908bfe75485/3.jpg,https://cdn.example.go.th/complaints/2025/06/28/0b9cc1ce-83ca-47f3-9560-b908bfe75485/3.jpg,325090,image/jpeg,00000001-0000-0000-0000-000000000179,False,2025-06-28 21:46:00
a6da0999-8c64-4b46-a6a6-efc22be89f4c,0b9cc1ce-83ca-47f3-9560-b908bfe75485,IMAGE,img_C_20250628_00007_4.jpg,/uploads/complaints/2025/06/28/0b9cc1ce-83ca-47f3-9560-b908bfe75485/4.jpg,https://cdn.example.go.th/complaints/2025/06/28/0b9cc1ce-83ca-47f3-9560-b908bfe75485/4.jpg,2987567,image/jpeg,00000001-0000-0000-0000-000000000179,False,2025-06-28 21:47:00
